Invoice ID,Branch,Yangon,Naypyitaw,Mandalay,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating,branch_city_num,branch_city,Day,Month_numeric,Year,Month_string
649-11-3678,C,0,1,0,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2019-02-26,08:26:00 PM,Cash,5.5,1,Naypyitaw,26,2,2019,February
622-20-1945,C,0,1,0,Normal,Female,Health and beauty,39.42,1,1.971,41.391,2019-01-18,03:08:00 PM,Cash,8.4,1,Naypyitaw,18,1,2019,January
372-94-8041,A,1,0,0,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2019-02-15,06:03:00 PM,Ewallet,9.8,2,Yangon,15,2,2019,February
563-91-7120,A,1,0,0,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,2019-03-08,01:21:00 PM,Cash,6.7,2,Yangon,8,3,2019,March
746-54-5508,A,1,0,0,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,2019-01-17,12:48:00 PM,Credit card,9.4,2,Yangon,17,1,2019,January
276-54-0879,B,0,0,1,Normal,Male,Sports and travel,97.74,4,19.548,410.508,2019-03-12,07:53:00 PM,Ewallet,6.4,0,Mandalay,12,3,2019,March
815-11-1168,A,1,0,0,Member,Male,Food and beverages,99.78,5,24.945,523.845,2019-03-09,07:09:00 PM,Cash,5.4,2,Yangon,9,3,2019,March
719-76-3868,C,0,1,0,Member,Male,Food and beverages,94.26,4,18.852,395.892,2019-03-12,04:30:00 PM,Cash,8.6,1,Naypyitaw,12,3,2019,March
730-61-8757,B,0,0,1,Member,Male,Health and beauty,51.13,4,10.226,214.746,2019-01-25,10:11:00 AM,Credit card,4.0,0,Mandalay,25,1,2019,January
340-66-0321,A,1,0,0,Member,Male,Electronic accessories,36.36,4,7.272,152.712,2019-03-25,01:07:00 PM,Cash,7.6,2,Yangon,25,3,2019,March
868-81-1752,B,0,0,1,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,2019-02-07,06:48:00 PM,Cash,6.8,0,Mandalay,7,2,2019,February
634-97-8956,A,1,0,0,Normal,Male,Food and beverages,32.9,3,4.935,103.635,2019-02-17,05:27:00 PM,Credit card,9.1,2,Yangon,17,2,2019,February
566-71-1091,A,1,0,0,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,2019-02-03,03:59:00 PM,Cash,5.5,2,Yangon,3,2,2019,February
442-48-3607,A,1,0,0,Member,Male,Food and beverages,23.48,2,2.348,49.308,2019-03-14,11:21:00 AM,Credit card,7.9,2,Yangon,14,3,2019,March
835-16-0096,C,0,1,0,Member,Male,Sports and travel,14.7,5,3.675,77.175,2019-03-24,01:48:00 PM,Ewallet,8.5,1,Naypyitaw,24,3,2019,March
527-09-6272,A,1,0,0,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,2019-03-21,10:17:00 AM,Credit card,9.1,2,Yangon,21,3,2019,March
898-04-2717,A,1,0,0,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,2019-03-19,03:49:00 PM,Ewallet,7.5,2,Yangon,19,3,2019,March
692-27-8933,B,0,0,1,Normal,Female,Sports and travel,57.95,6,17.385,365.085,2019-02-24,01:02:00 PM,Cash,5.2,0,Mandalay,24,2,2019,February
633-09-3463,C,0,1,0,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,2019-03-28,12:58:00 PM,Credit card,9.5,1,Naypyitaw,28,3,2019,March
374-17-3652,B,0,0,1,Member,Female,Food and beverages,42.82,9,19.269,404.649,2019-02-05,03:26:00 PM,Credit card,8.9,0,Mandalay,5,2,2019,February
378-07-7001,B,0,0,1,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,2019-02-10,06:23:00 PM,Credit card,7.8,0,Mandalay,10,2,2019,February
433-75-6987,B,0,0,1,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,2019-03-05,07:06:00 PM,Ewallet,8.9,0,Mandalay,5,3,2019,March
873-95-4984,B,0,0,1,Member,Female,Health and beauty,76.9,7,26.915,565.215,2019-02-15,08:21:00 PM,Cash,7.7,0,Mandalay,15,2,2019,February
416-13-5917,C,0,1,0,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,2019-01-30,04:24:00 PM,Ewallet,9.3,1,Naypyitaw,30,1,2019,January
150-89-8043,A,1,0,0,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,2019-02-14,03:04:00 PM,Cash,6.2,2,Yangon,14,2,2019,February
135-84-8019,A,1,0,0,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,2019-02-27,04:10:00 PM,Ewallet,7.6,2,Yangon,27,2,2019,February
441-94-7118,A,1,0,0,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2019-02-04,12:14:00 PM,Cash,7.3,2,Yangon,4,2,2019,February
725-96-3778,C,0,1,0,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,2019-01-20,10:13:00 AM,Cash,4.7,1,Naypyitaw,20,1,2019,January
531-80-1784,A,1,0,0,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,2019-03-28,05:38:00 PM,Cash,5.1,2,Yangon,28,3,2019,March
400-45-1220,B,0,0,1,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2019-02-27,11:06:00 AM,Credit card,4.8,0,Mandalay,27,2,2019,February
860-79-0874,C,0,1,0,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2019-02-15,02:53:00 PM,Credit card,6.6,1,Naypyitaw,15,2,2019,February
834-61-8124,A,1,0,0,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,2019-01-26,06:22:00 PM,Cash,5.5,2,Yangon,26,1,2019,January
115-99-4379,B,0,0,1,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,2019-03-14,07:02:00 PM,Credit card,8.5,0,Mandalay,14,3,2019,March
565-67-6697,B,0,0,1,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,2019-03-02,02:16:00 PM,Cash,4.8,0,Mandalay,2,3,2019,March
320-49-6392,C,0,1,0,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,2019-03-04,03:44:00 PM,Cash,8.4,1,Naypyitaw,4,3,2019,March
889-04-9723,B,0,0,1,Member,Female,Food and beverages,89.14,4,17.828,374.388,2019-01-07,12:20:00 PM,Credit card,7.8,0,Mandalay,7,1,2019,January
632-90-0281,C,0,1,0,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,2019-03-08,08:01:00 PM,Credit card,9.3,1,Naypyitaw,8,3,2019,March
554-42-2417,C,0,1,0,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,2019-01-09,01:45:00 PM,Cash,5.2,1,Naypyitaw,9,1,2019,January
453-63-6187,B,0,0,1,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,2019-03-01,03:40:00 PM,Ewallet,6.5,0,Mandalay,1,3,2019,March
578-80-7669,B,0,0,1,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,2019-03-16,04:58:00 PM,Cash,5.6,0,Mandalay,16,3,2019,March
612-36-5536,A,1,0,0,Member,Male,Food and beverages,80.96,8,32.384,680.064,2019-02-17,11:12:00 AM,Credit card,7.4,2,Yangon,17,2,2019,February
605-72-4132,C,0,1,0,Normal,Female,Food and beverages,94.47,8,37.788,793.548,2019-02-27,03:12:00 PM,Cash,9.1,1,Naypyitaw,27,2,2019,February
471-41-2823,C,0,1,0,Normal,Male,Food and beverages,99.79,2,9.979,209.559,2019-03-07,08:37:00 PM,Ewallet,8.0,1,Naypyitaw,7,3,2019,March
462-67-9126,A,1,0,0,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,2019-01-21,05:44:00 PM,Cash,7.2,2,Yangon,21,1,2019,January
272-27-9238,C,0,1,0,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2019-02-19,04:23:00 PM,Cash,7.1,1,Naypyitaw,19,2,2019,February
834-25-9262,C,0,1,0,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,2019-01-06,12:12:00 PM,Cash,9.1,1,Naypyitaw,6,1,2019,January
122-61-9553,C,0,1,0,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,2019-03-14,07:33:00 PM,Cash,5.6,1,Naypyitaw,14,3,2019,March
468-88-0009,A,1,0,0,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,2019-03-24,10:29:00 AM,Cash,6.0,2,Yangon,24,3,2019,March
613-59-9758,C,0,1,0,Normal,Female,Sports and travel,14.36,10,7.18,150.78,2019-01-27,02:28:00 PM,Cash,5.4,1,Naypyitaw,27,1,2019,January
254-31-0042,A,1,0,0,Member,Male,Electronic accessories,21.5,9,9.675,203.175,2019-03-06,12:46:00 PM,Credit card,7.8,2,Yangon,6,3,2019,March
201-86-2184,B,0,0,1,Member,Female,Electronic accessories,26.26,7,9.191,193.011,2019-02-02,07:40:00 PM,Cash,9.9,0,Mandalay,2,2,2019,February
261-12-8671,B,0,0,1,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,2019-01-25,07:39:00 PM,Credit card,4.9,0,Mandalay,25,1,2019,January
730-70-9830,C,0,1,0,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,2019-03-14,05:54:00 PM,Ewallet,5.2,1,Naypyitaw,14,3,2019,March
382-25-8917,C,0,1,0,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,2019-01-29,12:25:00 PM,Cash,8.9,1,Naypyitaw,29,1,2019,January
422-29-8786,A,1,0,0,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,2019-01-03,04:47:00 PM,Credit card,9.1,2,Yangon,3,1,2019,January
667-23-5919,A,1,0,0,Member,Female,Fashion accessories,96.7,5,24.175,507.675,2019-01-14,12:52:00 PM,Ewallet,7.0,2,Yangon,14,1,2019,January
843-01-4703,B,0,0,1,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,2019-01-05,07:50:00 PM,Credit card,9.6,0,Mandalay,5,1,2019,January
743-88-1662,C,0,1,0,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2019-02-22,06:17:00 PM,Ewallet,8.7,1,Naypyitaw,22,2,2019,February
595-86-2894,C,0,1,0,Member,Male,Fashion accessories,96.98,4,19.396,407.316,2019-02-06,05:20:00 PM,Ewallet,9.4,1,Naypyitaw,6,2,2019,February
182-69-8360,B,0,0,1,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,2019-01-30,01:32:00 PM,Credit card,4.0,0,Mandalay,30,1,2019,January
289-15-7034,A,1,0,0,Member,Male,Sports and travel,82.33,4,16.466,345.786,2019-01-11,10:37:00 AM,Credit card,7.5,2,Yangon,11,1,2019,January
462-78-5240,C,0,1,0,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,2019-03-19,02:35:00 PM,Cash,4.2,1,Naypyitaw,19,3,2019,March
868-52-7573,B,0,0,1,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,2019-01-14,12:09:00 PM,Cash,9.9,0,Mandalay,14,1,2019,January
153-58-4872,C,0,1,0,Member,Female,Food and beverages,74.89,4,14.978,314.538,2019-03-01,03:32:00 PM,Ewallet,4.2,1,Naypyitaw,1,3,2019,March
662-72-2873,A,1,0,0,Normal,Female,Food and beverages,40.94,5,10.235,214.935,2019-01-06,01:58:00 PM,Ewallet,9.9,2,Yangon,6,1,2019,January
525-88-7307,B,0,0,1,Member,Male,Sports and travel,75.82,1,3.791,79.611,2019-01-31,01:19:00 PM,Cash,5.8,0,Mandalay,31,1,2019,January
689-16-9784,C,0,1,0,Normal,Male,Food and beverages,46.77,6,14.031,294.651,2019-03-11,01:37:00 PM,Cash,6.0,1,Naypyitaw,11,3,2019,March
725-56-0833,A,1,0,0,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2019-02-20,04:49:00 PM,Credit card,10.0,2,Yangon,20,2,2019,February
394-41-0748,C,0,1,0,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,2019-01-27,02:55:00 PM,Ewallet,9.5,1,Naypyitaw,27,1,2019,January
596-42-3999,B,0,0,1,Normal,Male,Food and beverages,18.22,7,6.377,133.917,2019-03-10,02:04:00 PM,Credit card,6.6,0,Mandalay,10,3,2019,March
541-89-9860,C,0,1,0,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2019-02-15,12:31:00 PM,Cash,8.1,1,Naypyitaw,15,2,2019,February
173-82-9529,B,0,0,1,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,2019-01-26,02:51:00 PM,Cash,9.7,0,Mandalay,26,1,2019,January
563-36-9814,A,1,0,0,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2019-02-13,06:27:00 PM,Ewallet,7.2,2,Yangon,13,2,2019,February
308-47-4913,A,1,0,0,Member,Female,Sports and travel,52.26,10,26.13,548.73,2019-03-09,12:45:00 PM,Credit card,6.2,2,Yangon,9,3,2019,March
885-17-6250,A,1,0,0,Normal,Female,Health and beauty,79.74,1,3.987,83.727,2019-03-06,10:36:00 AM,Ewallet,7.3,2,Yangon,6,3,2019,March
726-27-2396,A,1,0,0,Normal,Female,Health and beauty,77.5,5,19.375,406.875,2019-01-24,08:36:00 PM,Ewallet,4.3,2,Yangon,24,1,2019,January
316-01-3952,A,1,0,0,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,2019-03-13,02:16:00 PM,Ewallet,4.6,2,Yangon,13,3,2019,March
760-54-1821,B,0,0,1,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,2019-03-15,10:26:00 AM,Cash,5.8,0,Mandalay,15,3,2019,March
793-10-3222,B,0,0,1,Member,Female,Health and beauty,41.06,6,12.318,258.678,2019-03-05,01:30:00 PM,Credit card,8.3,0,Mandalay,5,3,2019,March
346-12-3257,B,0,0,1,Member,Male,Electronic accessories,19.24,9,8.658,181.818,2019-03-04,04:28:00 PM,Cash,8.0,0,Mandalay,4,3,2019,March
110-05-6330,C,0,1,0,Normal,Female,Food and beverages,39.43,6,11.829,248.409,2019-03-25,08:18:00 PM,Credit card,9.4,1,Naypyitaw,25,3,2019,March
651-61-0874,C,0,1,0,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,2019-03-12,08:04:00 PM,Credit card,6.2,1,Naypyitaw,12,3,2019,March
236-86-3015,C,0,1,0,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,2019-02-04,01:38:00 PM,Ewallet,9.8,1,Naypyitaw,4,2,2019,February
831-64-0259,B,0,0,1,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2019-02-22,10:43:00 AM,Ewallet,9.6,0,Mandalay,22,2,2019,February
587-03-7455,C,0,1,0,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,2019-02-16,05:30:00 PM,Ewallet,4.9,1,Naypyitaw,16,2,2019,February
882-40-4577,A,1,0,0,Member,Male,Sports and travel,67.26,4,13.452,282.492,2019-01-19,03:28:00 PM,Credit card,8.0,2,Yangon,19,1,2019,January
732-67-5346,A,1,0,0,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,2019-01-11,07:07:00 PM,Credit card,7.8,2,Yangon,11,1,2019,January
725-32-9708,B,0,0,1,Member,Female,Fashion accessories,68.71,4,13.742,288.582,2019-01-04,07:01:00 PM,Cash,4.1,0,Mandalay,4,1,2019,January
256-08-8343,A,1,0,0,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,2019-03-04,07:48:00 PM,Ewallet,5.5,2,Yangon,4,3,2019,March
372-26-1506,C,0,1,0,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,2019-01-28,07:24:00 PM,Ewallet,5.4,1,Naypyitaw,28,1,2019,January
244-08-0162,B,0,0,1,Normal,Female,Health and beauty,34.21,10,17.105,359.205,2019-01-02,01:00:00 PM,Cash,5.1,0,Mandalay,2,1,2019,January
569-71-4390,B,0,0,1,Normal,Male,Sports and travel,21.87,2,2.187,45.927,2019-01-25,02:29:00 PM,Ewallet,6.9,0,Mandalay,25,1,2019,January
132-23-6451,A,1,0,0,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,2019-01-04,01:21:00 PM,Cash,7.8,2,Yangon,4,1,2019,January
696-90-2548,A,1,0,0,Normal,Male,Sports and travel,25.84,3,3.876,81.396,2019-03-10,06:55:00 PM,Ewallet,6.6,2,Yangon,10,3,2019,March
472-15-9636,A,1,0,0,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,2019-03-22,07:36:00 PM,Ewallet,9.2,2,Yangon,22,3,2019,March
268-03-6164,B,0,0,1,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,2019-01-25,04:28:00 PM,Ewallet,7.8,0,Mandalay,25,1,2019,January
750-57-9686,C,0,1,0,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,2019-01-08,01:48:00 PM,Credit card,8.7,1,Naypyitaw,8,1,2019,January
186-09-3669,C,0,1,0,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,2019-01-22,10:57:00 AM,Ewallet,9.2,1,Naypyitaw,22,1,2019,January
848-07-1692,B,0,0,1,Normal,Female,Health and beauty,57.22,2,5.722,120.162,2019-01-12,05:13:00 PM,Ewallet,8.3,0,Mandalay,12,1,2019,January
745-71-3520,A,1,0,0,Member,Female,Electronic accessories,25.22,7,8.827,185.367,2019-02-04,10:23:00 AM,Cash,8.2,2,Yangon,4,2,2019,February
266-76-6436,C,0,1,0,Member,Female,Food and beverages,38.6,3,5.79,121.59,2019-03-28,01:57:00 PM,Ewallet,7.5,1,Naypyitaw,28,3,2019,March
740-22-2500,C,0,1,0,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,2019-01-23,01:29:00 PM,Cash,9.8,1,Naypyitaw,23,1,2019,January
271-88-8734,C,0,1,0,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,2019-02-08,01:00:00 PM,Credit card,8.7,1,Naypyitaw,8,2,2019,February
301-81-8610,B,0,0,1,Member,Male,Fashion accessories,25.42,8,10.168,213.528,2019-03-19,07:42:00 PM,Credit card,6.7,0,Mandalay,19,3,2019,March
489-64-4354,C,0,1,0,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,2019-03-09,03:36:00 PM,Cash,5.0,1,Naypyitaw,9,3,2019,March
198-84-7132,B,0,0,1,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,2019-01-02,01:40:00 PM,Cash,7.0,0,Mandalay,2,1,2019,January
269-10-8440,A,1,0,0,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,2019-01-21,06:01:00 PM,Cash,8.9,2,Yangon,21,1,2019,January
650-98-6268,B,0,0,1,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,2019-03-20,01:53:00 PM,Credit card,8.0,0,Mandalay,20,3,2019,March
741-73-3559,B,0,0,1,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,2019-02-27,05:27:00 PM,Cash,6.9,0,Mandalay,27,2,2019,February
325-77-6186,A,1,0,0,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,2019-03-08,10:53:00 AM,Ewallet,7.3,2,Yangon,8,3,2019,March
286-75-7818,B,0,0,1,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,2019-01-31,07:48:00 PM,Credit card,6.9,0,Mandalay,31,1,2019,January
574-57-9721,C,0,1,0,Normal,Male,Food and beverages,43.27,2,4.327,90.867,2019-03-08,04:53:00 PM,Ewallet,5.7,1,Naypyitaw,8,3,2019,March
459-50-7686,A,1,0,0,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,2019-01-13,07:14:00 PM,Ewallet,6.4,2,Yangon,13,1,2019,January
616-87-0016,B,0,0,1,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,2019-03-09,02:36:00 PM,Credit card,9.6,0,Mandalay,9,3,2019,March
837-55-7229,B,0,0,1,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2019-02-22,06:19:00 PM,Credit card,6.8,0,Mandalay,22,2,2019,February
751-69-0068,C,0,1,0,Normal,Male,Sports and travel,99.24,9,44.658,937.818,2019-03-19,07:09:00 PM,Ewallet,9.0,1,Naypyitaw,19,3,2019,March
257-73-1380,C,0,1,0,Member,Male,Sports and travel,82.93,4,16.586,348.306,2019-01-20,04:51:00 PM,Ewallet,9.6,1,Naypyitaw,20,1,2019,January
345-08-4992,A,1,0,0,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,2019-03-08,03:37:00 PM,Credit card,7.7,2,Yangon,8,3,2019,March
549-96-4200,C,0,1,0,Member,Male,Food and beverages,17.04,4,3.408,71.568,2019-03-08,08:15:00 PM,Ewallet,7.0,1,Naypyitaw,8,3,2019,March
810-60-6344,C,0,1,0,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,2019-02-07,02:38:00 PM,Credit card,6.5,1,Naypyitaw,7,2,2019,February
450-28-2866,C,0,1,0,Member,Male,Food and beverages,17.44,5,4.36,91.56,2019-01-15,07:25:00 PM,Cash,8.1,1,Naypyitaw,15,1,2019,January
394-30-3170,B,0,0,1,Member,Female,Sports and travel,88.43,8,35.372,742.812,2019-03-22,07:35:00 PM,Credit card,4.3,0,Mandalay,22,3,2019,March
138-17-5109,A,1,0,0,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,2019-01-15,03:42:00 PM,Credit card,6.5,2,Yangon,15,1,2019,January
192-98-7397,C,0,1,0,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,2019-01-08,02:11:00 PM,Ewallet,9.5,1,Naypyitaw,8,1,2019,January
301-11-9629,A,1,0,0,Normal,Female,Sports and travel,19.1,7,6.685,140.385,2019-01-15,10:43:00 AM,Cash,9.7,2,Yangon,15,1,2019,January
390-80-5128,B,0,0,1,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,2019-01-28,05:58:00 PM,Credit card,9.5,0,Mandalay,28,1,2019,January
235-46-8343,C,0,1,0,Member,Male,Food and beverages,27.66,10,13.83,290.43,2019-02-14,11:26:00 AM,Credit card,8.9,1,Naypyitaw,14,2,2019,February
453-12-7053,C,0,1,0,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,2019-03-10,05:38:00 PM,Credit card,6.5,1,Naypyitaw,10,3,2019,March
296-11-7041,B,0,0,1,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,2019-01-12,08:07:00 PM,Credit card,5.3,0,Mandalay,12,1,2019,January
449-27-2918,B,0,0,1,Member,Female,Sports and travel,39.12,1,1.956,41.076,2019-03-26,11:02:00 AM,Credit card,9.6,0,Mandalay,26,3,2019,March
891-01-7034,B,0,0,1,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,2019-01-01,07:07:00 PM,Cash,6.7,0,Mandalay,1,1,2019,January
744-09-5786,B,0,0,1,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,2019-01-02,06:50:00 PM,Cash,7.6,0,Mandalay,2,1,2019,January
727-17-0390,A,1,0,0,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,2019-03-16,12:43:00 PM,Ewallet,4.8,2,Yangon,16,3,2019,March
568-88-3448,A,1,0,0,Normal,Male,Health and beauty,25.0,1,1.25,26.25,2019-03-03,03:09:00 PM,Ewallet,5.5,2,Yangon,3,3,2019,March
187-83-5490,A,1,0,0,Member,Male,Electronic accessories,20.77,4,4.154,87.234,2019-01-31,01:47:00 PM,Cash,4.7,2,Yangon,31,1,2019,January
767-54-1907,B,0,0,1,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2019-02-13,04:59:00 PM,Cash,6.9,0,Mandalay,13,2,2019,February
710-46-4433,B,0,0,1,Member,Female,Food and beverages,77.4,9,34.83,731.43,2019-02-15,02:15:00 PM,Credit card,4.5,0,Mandalay,15,2,2019,February
533-33-5337,B,0,0,1,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,2019-02-07,08:24:00 PM,Cash,6.2,0,Mandalay,7,2,2019,February
325-90-8763,C,0,1,0,Member,Female,Electronic accessories,46.57,10,23.285,488.985,2019-01-27,01:58:00 PM,Cash,7.6,1,Naypyitaw,27,1,2019,January
729-46-7422,C,0,1,0,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,2019-02-23,04:52:00 PM,Credit card,7.9,1,Naypyitaw,23,2,2019,February
639-76-1242,C,0,1,0,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2019-02-03,03:19:00 PM,Cash,4.5,1,Naypyitaw,3,2,2019,February
234-03-4040,B,0,0,1,Member,Female,Food and beverages,73.05,10,36.525,767.025,2019-03-03,12:25:00 PM,Credit card,8.7,0,Mandalay,3,3,2019,March
326-71-2155,C,0,1,0,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2019-02-03,10:02:00 AM,Cash,6.1,1,Naypyitaw,3,2,2019,February
320-32-8842,C,0,1,0,Member,Female,Food and beverages,22.62,1,1.131,23.751,2019-03-17,06:58:00 PM,Cash,6.4,1,Naypyitaw,17,3,2019,March
470-32-9057,A,1,0,0,Member,Male,Food and beverages,51.34,5,12.835,269.535,2019-03-28,03:31:00 PM,Credit card,9.1,2,Yangon,28,3,2019,March
878-30-2331,C,0,1,0,Member,Female,Sports and travel,54.55,10,27.275,572.775,2019-03-02,11:22:00 AM,Credit card,7.1,1,Naypyitaw,2,3,2019,March
440-59-5691,C,0,1,0,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,2019-02-08,01:12:00 PM,Credit card,7.7,1,Naypyitaw,8,2,2019,February
554-53-3790,B,0,0,1,Normal,Male,Sports and travel,37.02,6,11.106,233.226,2019-03-22,06:33:00 PM,Cash,4.5,0,Mandalay,22,3,2019,March
746-19-0921,C,0,1,0,Normal,Male,Food and beverages,21.58,1,1.079,22.659,2019-02-09,10:02:00 AM,Ewallet,7.2,1,Naypyitaw,9,2,2019,February
233-34-0817,C,0,1,0,Member,Female,Electronic accessories,98.84,1,4.942,103.782,2019-02-15,11:21:00 AM,Cash,8.4,1,Naypyitaw,15,2,2019,February
767-05-1286,C,0,1,0,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,2019-01-23,12:10:00 PM,Ewallet,5.4,1,Naypyitaw,23,1,2019,January
340-21-9136,A,1,0,0,Member,Female,Sports and travel,40.05,4,8.01,168.21,2019-01-25,11:40:00 AM,Cash,9.7,2,Yangon,25,1,2019,January
405-31-3305,A,1,0,0,Member,Male,Fashion accessories,43.13,10,21.565,452.865,2019-02-02,06:31:00 PM,Credit card,5.5,2,Yangon,2,2,2019,February
731-59-7531,B,0,0,1,Member,Male,Health and beauty,72.57,8,29.028,609.588,2019-03-30,05:58:00 PM,Cash,4.6,0,Mandalay,30,3,2019,March
676-39-6028,A,1,0,0,Member,Female,Electronic accessories,64.44,5,16.11,338.31,2019-03-30,05:04:00 PM,Cash,6.6,2,Yangon,30,3,2019,March
502-05-1910,A,1,0,0,Normal,Male,Health and beauty,65.18,3,9.777,205.317,2019-02-25,08:35:00 PM,Credit card,6.3,2,Yangon,25,2,2019,February
485-30-8700,A,1,0,0,Normal,Female,Sports and travel,33.26,5,8.315,174.615,2019-03-18,04:10:00 PM,Credit card,4.2,2,Yangon,18,3,2019,March
598-47-9715,C,0,1,0,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,2019-03-07,04:54:00 PM,Ewallet,4.4,1,Naypyitaw,7,3,2019,March
701-69-8742,B,0,0,1,Normal,Male,Sports and travel,34.37,10,17.185,360.885,2019-03-16,10:11:00 AM,Ewallet,6.7,0,Mandalay,16,3,2019,March
575-67-1508,A,1,0,0,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,2019-01-29,11:26:00 AM,Ewallet,6.7,2,Yangon,29,1,2019,January
541-08-3113,C,0,1,0,Normal,Male,Food and beverages,65.97,8,26.388,554.148,2019-02-02,08:29:00 PM,Cash,8.4,1,Naypyitaw,2,2,2019,February
